date,country,temperature,rainfall
2021-12-26,France,35,310
2021-12-26,Argentina,3,57
2021-12-26,Denmark,4,336
2021-12-26,China,-3,276
2021-12-26,Australia,45,193
2021-12-27,France,12,287
2021-12-27,Argentina,18,132
2021-12-27,Denmark,44,308
2021-12-27,China,47,76
2021-12-27,Australia,15,43
2021-12-28,France,53,206
2021-12-28,Argentina,22,58
2021-12-28,Denmark,21,299
2021-12-28,China,-10,268
2021-12-28,Australia,-2,318
2021-12-29,France,12,9
2021-12-29,Argentina,50,210
2021-12-29,Denmark,50,181
2021-12-29,China,-8,237
2021-12-29,Australia,-1,182
2021-12-30,France,28,237
2021-12-30,Argentina,8,173
2021-12-30,Denmark,-10,7
2021-12-30,China,49,312
2021-12-30,Australia,49,117
2021-12-31,France,31,258
2021-12-31,Argentina,49,175
2021-12-31,Denmark,24,252
2021-12-31,China,10,71
2021-12-31,Australia,-10,115
2022-01-01,France,36,155
2022-01-01,Argentina,-2,168
2022-01-01,Denmark,0,227
2022-01-01,China,51,260
2022-01-01,Australia,2,50
2022-01-02,France,-10,122
2022-01-02,Argentina,42,116
2022-01-02,Denmark,38,261
2022-01-02,China,0,286
2022-01-02,Australia,6,280
2022-01-03,France,31,28
2022-01-03,Argentina,-6,117
2022-01-03,Denmark,43,111
2022-01-03,China,1,127
2022-01-03,Australia,40,83
2022-01-04,France,10,82
2022-01-04,Argentina,13,9
2022-01-04,Denmark,20,125
2022-01-04,China,28,230
2022-01-04,Australia,43,11
2022-01-05,France,23,273
2022-01-05,Argentina,33,64
2022-01-05,Denmark,31,223
2022-01-05,China,5,68
2022-01-05,Australia,16,260
2022-01-06,France,34,67
2022-01-06,Argentina,31,104
2022-01-06,Denmark,-1,83
2022-01-06,China,14,9
2022-01-06,Australia,34,174
2022-01-07,France,55,317
2022-01-07,Argentina,52,284
2022-01-07,Denmark,-10,2
2022-01-07,China,13,315
2022-01-07,Australia,35,253
2022-01-08,France,17,6
2022-01-08,Argentina,-2,344
2022-01-08,Denmark,-7,126
2022-01-08,China,6,249
2022-01-08,Australia,17,229
2022-01-09,France,3,104
2022-01-09,Argentina,16,73
2022-01-09,Denmark,23,114
2022-01-09,China,-7,76
2022-01-09,Australia,-6,159
2022-01-10,France,55,42
2022-01-10,Argentina,10,349
2022-01-10,Denmark,54,112
2022-01-10,China,0,73
2022-01-10,Australia,21,196
2022-01-11,France,49,53
2022-01-11,Argentina,6,319
2022-01-11,Denmark,38,94
2022-01-11,China,49,95
2022-01-11,Australia,-7,51
2022-01-12,France,-8,349
2022-01-12,Argentina,1,32
2022-01-12,Denmark,-10,54
2022-01-12,China,1,155
2022-01-12,Australia,17,85
2022-01-13,France,-7,157
2022-01-13,Argentina,34,13
2022-01-13,Denmark,33,335
2022-01-13,China,46,319
2022-01-13,Australia,-10,169
2022-01-14,France,23,258
2022-01-14,Argentina,48,18
2022-01-14,Denmark,-5,166
2022-01-14,China,-2,334
2022-01-14,Australia,48,78
2022-01-15,France,8,166
2022-01-15,Argentina,8,239
2022-01-15,Denmark,54,277
2022-01-15,China,49,299
2022-01-15,Australia,22,83
2022-01-16,France,1,220
2022-01-16,Argentina,19,322
2022-01-16,Denmark,6,297
2022-01-16,China,47,201
2022-01-16,Australia,16,142
2022-01-17,France,33,4
2022-01-17,Argentina,23,310
2022-01-17,Denmark,7,255
2022-01-17,China,1,193
2022-01-17,Australia,-2,211
2022-01-18,France,-6,167
2022-01-18,Argentina,32,337
2022-01-18,Denmark,10,87
2022-01-18,China,-11,137
2022-01-18,Australia,49,110
2022-01-19,France,4,63
2022-01-19,Argentina,29,218
2022-01-19,Denmark,10,26
2022-01-19,China,1,32
2022-01-19,Australia,30,235
2022-01-20,France,-5,327
2022-01-20,Argentina,23,124
2022-01-20,Denmark,43,331
2022-01-20,China,55,153
2022-01-20,Australia,24,206
2022-01-21,France,1,39
2022-01-21,Argentina,6,299
2022-01-21,Denmark,0,287
2022-01-21,China,34,119
2022-01-21,Australia,21,93
2022-01-22,France,42,212
2022-01-22,Argentina,-11,56
2022-01-22,Denmark,30,213
2022-01-22,China,10,91
2022-01-22,Australia,45,184
2022-01-23,France,25,310
2022-01-23,Argentina,22,268
2022-01-23,Denmark,38,206
2022-01-23,China,20,55
2022-01-23,Australia,53,24
2022-01-24,France,22,342
2022-01-24,Argentina,5,288
2022-01-24,Denmark,39,37
2022-01-24,China,54,65
2022-01-24,Australia,45,333
2022-01-25,France,11,204
2022-01-25,Argentina,55,121
2022-01-25,Denmark,32,309
2022-01-25,China,50,319
2022-01-25,Australia,45,267
2022-01-26,France,14,263
2022-01-26,Argentina,41,280
2022-01-26,Denmark,41,231
2022-01-26,China,4,323
2022-01-26,Australia,3,255
2022-01-27,France,-6,112
2022-01-27,Argentina,-10,257
2022-01-27,Denmark,24,145
2022-01-27,China,8,270
2022-01-27,Australia,-2,223
2022-01-28,France,47,28
2022-01-28,Argentina,31,273
2022-01-28,Denmark,46,45
2022-01-28,China,31,292
2022-01-28,Australia,40,285
2022-01-29,France,-3,103
2022-01-29,Argentina,-4,146
2022-01-29,Denmark,-4,194
2022-01-29,China,24,28
2022-01-29,Australia,21,17
2022-01-30,France,51,276
2022-01-30,Argentina,-2,154
2022-01-30,Denmark,45,247
2022-01-30,China,30,317
2022-01-30,Australia,30,231
2022-01-31,France,13,297
2022-01-31,Argentina,11,330
2022-01-31,Denmark,31,136
2022-01-31,China,-10,17
2022-01-31,Australia,-8,272
2022-02-01,France,35,18
2022-02-01,Argentina,-7,192
2022-02-01,Denmark,-1,135
2022-02-01,China,23,129
2022-02-01,Australia,-9,18
2022-02-02,France,48,157
2022-02-02,Argentina,19,293
2022-02-02,Denmark,12,303
2022-02-02,China,21,2
2022-02-02,Australia,37,284
2022-02-03,France,22,347
2022-02-03,Argentina,1,75
2022-02-03,Denmark,21,43
2022-02-03,China,-9,156
2022-02-03,Australia,0,131
2022-02-04,France,10,331
2022-02-04,Argentina,27,72
2022-02-04,Denmark,-6,96
2022-02-04,China,37,6
2022-02-04,Australia,55,9
2022-02-05,France,42,187
2022-02-05,Argentina,20,141
2022-02-05,Denmark,-10,101
2022-02-05,China,8,267
2022-02-05,Australia,26,338
2022-02-06,France,18,43
2022-02-06,Argentina,9,305
2022-02-06,Denmark,-8,275
2022-02-06,China,21,269
2022-02-06,Australia,40,199
2022-02-07,France,-8,92
2022-02-07,Argentina,17,196
2022-02-07,Denmark,10,15
2022-02-07,China,2,237
2022-02-07,Australia,10,21
2022-02-08,France,53,30
2022-02-08,Argentina,32,261
2022-02-08,Denmark,49,100
2022-02-08,China,19,325
2022-02-08,Australia,5,241
2022-02-09,France,55,302
2022-02-09,Argentina,28,63
2022-02-09,Denmark,43,253
2022-02-09,China,49,118
2022-02-09,Australia,-10,7
2022-02-10,France,9,176
2022-02-10,Argentina,53,286
2022-02-10,Denmark,35,204
2022-02-10,China,41,165
2022-02-10,Australia,-5,310
2022-02-11,France,11,240
2022-02-11,Argentina,55,4
2022-02-11,Denmark,14,25
2022-02-11,China,45,216
2022-02-11,Australia,8,89
2022-02-12,France,38,233
2022-02-12,Argentina,13,201
2022-02-12,Denmark,25,132
2022-02-12,China,30,282
2022-02-12,Australia,9,64
2022-02-13,France,42,228
2022-02-13,Argentina,2,133
2022-02-13,Denmark,-10,91
2022-02-13,China,8,262
2022-02-13,Australia,-9,192
2022-02-14,France,-9,240
2022-02-14,Argentina,52,286
2022-02-14,Denmark,25,56
2022-02-14,China,9,212
2022-02-14,Australia,48,299
2022-02-15,France,-11,123
2022-02-15,Argentina,28,126
2022-02-15,Denmark,29,234
2022-02-15,China,0,46
2022-02-15,Australia,45,117
2022-02-16,France,0,111
2022-02-16,Argentina,-10,292
2022-02-16,Denmark,15,66
2022-02-16,China,12,152
2022-02-16,Australia,47,326
2022-02-17,France,9,63
2022-02-17,Argentina,1,292
2022-02-17,Denmark,27,275
2022-02-17,China,0,82
2022-02-17,Australia,31,80
2022-02-18,France,19,67
2022-02-18,Argentina,7,309
2022-02-18,Denmark,1,65
2022-02-18,China,31,277
2022-02-18,Australia,19,248
2022-02-19,France,17,221
2022-02-19,Argentina,25,189
2022-02-19,Denmark,21,215
2022-02-19,China,12,88
2022-02-19,Australia,-2,61
2022-02-20,France,-4,314
2022-02-20,Argentina,47,64
2022-02-20,Denmark,12,107
2022-02-20,China,15,219
2022-02-20,Australia,43,47
2022-02-21,France,47,45
2022-02-21,Argentina,-2,340
2022-02-21,Denmark,38,10
2022-02-21,China,36,84
2022-02-21,Australia,27,190
2022-02-22,France,-3,330
2022-02-22,Argentina,8,334
2022-02-22,Denmark,41,118
2022-02-22,China,49,141
2022-02-22,Australia,51,123
2022-02-23,France,15,297
2022-02-23,Argentina,33,124
2022-02-23,Denmark,21,76
2022-02-23,China,21,14
2022-02-23,Australia,15,324
2022-02-24,France,33,215
2022-02-24,Argentina,2,68
2022-02-24,Denmark,24,236
2022-02-24,China,11,171
2022-02-24,Australia,20,224
2022-02-25,France,-11,81
2022-02-25,Argentina,41,108
2022-02-25,Denmark,-7,267
2022-02-25,China,50,293
2022-02-25,Australia,33,205
2022-02-26,France,53,88
2022-02-26,Argentina,17,227
2022-02-26,Denmark,26,0
2022-02-26,China,22,117
2022-02-26,Australia,3,243
2022-02-27,France,1,6
2022-02-27,Argentina,21,153
2022-02-27,Denmark,43,174
2022-02-27,China,21,333
2022-02-27,Australia,7,238
2022-02-28,France,23,264
2022-02-28,Argentina,55,218
2022-02-28,Denmark,6,308
2022-02-28,China,7,192
2022-02-28,Australia,7,282
2022-03-01,France,52,133
2022-03-01,Argentina,7,26
2022-03-01,Denmark,4,159
2022-03-01,China,28,234
2022-03-01,Australia,-3,220
2022-03-02,France,40,174
2022-03-02,Argentina,50,155
2022-03-02,Denmark,34,154
2022-03-02,China,48,100
2022-03-02,Australia,-1,246
2022-03-03,France,35,250
2022-03-03,Argentina,44,248
2022-03-03,Denmark,0,337
2022-03-03,China,48,239
2022-03-03,Australia,30,63
2022-03-04,France,5,326
2022-03-04,Argentina,-5,183
2022-03-04,Denmark,11,91
2022-03-04,China,39,217
2022-03-04,Australia,-6,48
2022-03-05,France,-9,227
2022-03-05,Argentina,-7,300
2022-03-05,Denmark,1,103
2022-03-05,China,9,293
2022-03-05,Australia,13,286
2022-03-06,France,34,179
2022-03-06,Argentina,24,163
2022-03-06,Denmark,22,346
2022-03-06,China,47,109
2022-03-06,Australia,-9,54
2022-03-07,France,-6,36
2022-03-07,Argentina,3,27
2022-03-07,Denmark,1,272
2022-03-07,China,19,25
2022-03-07,Australia,10,134
2022-03-08,France,6,52
2022-03-08,Argentina,4,48
2022-03-08,Denmark,14,312
2022-03-08,China,11,279
2022-03-08,Australia,-3,63
2022-03-09,France,36,227
2022-03-09,Argentina,33,162
2022-03-09,Denmark,-5,202
2022-03-09,China,-9,292
2022-03-09,Australia,0,229
2022-03-10,France,22,157
2022-03-10,Argentina,24,70
2022-03-10,Denmark,42,272
2022-03-10,China,22,104
2022-03-10,Australia,41,49
2022-03-11,France,47,201
2022-03-11,Argentina,18,245
2022-03-11,Denmark,19,133
2022-03-11,China,-11,190
2022-03-11,Australia,33,231
2022-03-12,France,41,250
2022-03-12,Argentina,24,240
2022-03-12,Denmark,35,217
2022-03-12,China,-2,180
2022-03-12,Australia,8,288
2022-03-13,France,49,126
2022-03-13,Argentina,54,307
2022-03-13,Denmark,50,336
2022-03-13,China,-6,90
2022-03-13,Australia,18,145
2022-03-14,France,41,270
2022-03-14,Argentina,2,258
2022-03-14,Denmark,-4,61
2022-03-14,China,47,264
2022-03-14,Australia,28,263
2022-03-15,France,32,188
2022-03-15,Argentina,9,75
2022-03-15,Denmark,15,185
2022-03-15,China,31,32
2022-03-15,Australia,24,94
2022-03-16,France,13,232
2022-03-16,Argentina,-5,255
2022-03-16,Denmark,-7,290
2022-03-16,China,53,87
2022-03-16,Australia,29,249
2022-03-17,France,39,294
2022-03-17,Argentina,14,208
2022-03-17,Denmark,15,71
2022-03-17,China,14,267
2022-03-17,Australia,31,21
2022-03-18,France,47,272
2022-03-18,Argentina,-2,138
2022-03-18,Denmark,8,199
2022-03-18,China,-10,302
2022-03-18,Australia,14,10
2022-03-19,France,15,9
2022-03-19,Argentina,4,209
2022-03-19,Denmark,25,292
2022-03-19,China,26,245
2022-03-19,Australia,55,171
2022-03-20,France,-3,256
2022-03-20,Argentina,40,326
2022-03-20,Denmark,8,30
2022-03-20,China,55,283
2022-03-20,Australia,18,282
2022-03-21,France,28,308
2022-03-21,Argentina,31,147
2022-03-21,Denmark,53,268
2022-03-21,China,16,150
2022-03-21,Australia,6,200
2022-03-22,France,34,220
2022-03-22,Argentina,55,277
2022-03-22,Denmark,35,268
2022-03-22,China,-5,72
2022-03-22,Australia,51,215
2022-03-23,France,47,150
2022-03-23,Argentina,41,193
2022-03-23,Denmark,22,182
2022-03-23,China,1,64
2022-03-23,Australia,44,199
2022-03-24,France,16,287
2022-03-24,Argentina,3,259
2022-03-24,Denmark,30,110
2022-03-24,China,-1,3
2022-03-24,Australia,53,16
2022-03-25,France,31,107
2022-03-25,Argentina,21,229
2022-03-25,Denmark,49,329
2022-03-25,China,48,169
2022-03-25,Australia,55,338
2022-03-26,France,49,196
2022-03-26,Argentina,11,28
2022-03-26,Denmark,27,147
2022-03-26,China,32,88
2022-03-26,Australia,38,173
2022-03-27,France,4,99
2022-03-27,Argentina,42,135
2022-03-27,Denmark,52,114
2022-03-27,China,16,331
2022-03-27,Australia,32,196
2022-03-28,France,42,82
2022-03-28,Argentina,-1,151
2022-03-28,Denmark,2,269
2022-03-28,China,27,25
2022-03-28,Australia,21,324
2022-03-29,France,-11,250
2022-03-29,Argentina,5,48
2022-03-29,Denmark,21,228
2022-03-29,China,28,305
2022-03-29,Australia,44,139
2022-03-30,France,24,344
2022-03-30,Argentina,30,166
2022-03-30,Denmark,14,291
2022-03-30,China,42,219
2022-03-30,Australia,-11,140
2022-03-31,France,38,225
2022-03-31,Argentina,45,222
2022-03-31,Denmark,-1,309
2022-03-31,China,9,117
2022-03-31,Australia,3,331
2022-04-01,France,-3,260
2022-04-01,Argentina,21,133
2022-04-01,Denmark,9,207
2022-04-01,China,0,6
2022-04-01,Australia,10,272
2022-04-02,France,34,131
2022-04-02,Argentina,34,145
2022-04-02,Denmark,24,250
2022-04-02,China,22,325
2022-04-02,Australia,-9,160
2022-04-03,France,1,23
2022-04-03,Argentina,52,86
2022-04-03,Denmark,3,189
2022-04-03,China,0,233
2022-04-03,Australia,-10,71
2022-04-04,France,39,208
2022-04-04,Argentina,6,260
2022-04-04,Denmark,24,112
2022-04-04,China,7,48
2022-04-04,Australia,55,119
2022-04-05,France,19,137
2022-04-05,Argentina,36,69
2022-04-05,Denmark,48,117
2022-04-05,China,9,106
2022-04-05,Australia,31,337
2022-04-06,France,23,177
2022-04-06,Argentina,20,229
2022-04-06,Denmark,29,27
2022-04-06,China,41,149
2022-04-06,Australia,7,165
2022-04-07,France,14,206
2022-04-07,Argentina,18,177
2022-04-07,Denmark,48,282
2022-04-07,China,54,324
2022-04-07,Australia,-3,56
2022-04-08,France,25,192
2022-04-08,Argentina,0,264
2022-04-08,Denmark,32,326
2022-04-08,China,27,322
2022-04-08,Australia,50,205
2022-04-09,France,-3,308
2022-04-09,Argentina,-5,329
2022-04-09,Denmark,49,146
2022-04-09,China,21,280
2022-04-09,Australia,20,286
2022-04-10,France,30,313
2022-04-10,Argentina,-4,163
2022-04-10,Denmark,30,164
2022-04-10,China,48,165
2022-04-10,Australia,-10,275
2022-04-11,France,30,46
2022-04-11,Argentina,38,302
2022-04-11,Denmark,37,58
2022-04-11,China,38,340
2022-04-11,Australia,12,245
2022-04-12,France,24,343
2022-04-12,Argentina,18,166
2022-04-12,Denmark,44,93
2022-04-12,China,34,52
2022-04-12,Australia,25,96
2022-04-13,France,12,237
2022-04-13,Argentina,47,343
2022-04-13,Denmark,-3,65
2022-04-13,China,42,322
2022-04-13,Australia,35,303
2022-04-14,France,29,266
2022-04-14,Argentina,9,216
2022-04-14,Denmark,50,171
2022-04-14,China,22,88
2022-04-14,Australia,22,196
2022-04-15,France,28,316
2022-04-15,Argentina,30,213
2022-04-15,Denmark,22,26
2022-04-15,China,26,204
2022-04-15,Australia,4,319
2022-04-16,France,10,323
2022-04-16,Argentina,53,79
2022-04-16,Denmark,21,2
2022-04-16,China,43,7
2022-04-16,Australia,28,76
2022-04-17,France,42,85
2022-04-17,Argentina,-5,83
2022-04-17,Denmark,25,99
2022-04-17,China,24,339
2022-04-17,Australia,40,267
2022-04-18,France,22,94
2022-04-18,Argentina,48,302
2022-04-18,Denmark,5,31
2022-04-18,China,7,99
2022-04-18,Australia,44,240
2022-04-19,France,55,211
2022-04-19,Argentina,18,187
2022-04-19,Denmark,30,140
2022-04-19,China,5,97
2022-04-19,Australia,1,45
2022-04-20,France,9,199
2022-04-20,Argentina,-5,121
2022-04-20,Denmark,48,51
2022-04-20,China,0,191
2022-04-20,Australia,37,4
2022-04-21,France,55,246
2022-04-21,Argentina,36,118
2022-04-21,Denmark,-11,318
2022-04-21,China,3,206
2022-04-21,Australia,34,305
2022-04-22,France,6,191
2022-04-22,Argentina,19,28
2022-04-22,Denmark,48,22
2022-04-22,China,11,142
2022-04-22,Australia,27,155
2022-04-23,France,50,215
2022-04-23,Argentina,-7,341
2022-04-23,Denmark,55,64
2022-04-23,China,48,34
2022-04-23,Australia,32,318
2022-04-24,France,-2,327
2022-04-24,Argentina,29,192
2022-04-24,Denmark,-10,309
2022-04-24,China,18,248
2022-04-24,Australia,-4,323
2022-04-25,France,-2,337
2022-04-25,Argentina,13,312
2022-04-25,Denmark,23,308
2022-04-25,China,17,210
2022-04-25,Australia,43,189
2022-04-26,France,48,311
2022-04-26,Argentina,47,323
2022-04-26,Denmark,19,329
2022-04-26,China,26,11
2022-04-26,Australia,12,308
2022-04-27,France,15,9
2022-04-27,Argentina,7,265
2022-04-27,Denmark,16,88
2022-04-27,China,17,28
2022-04-27,Australia,34,250
2022-04-28,France,22,333
2022-04-28,Argentina,52,76
2022-04-28,Denmark,42,174
2022-04-28,China,55,331
2022-04-28,Australia,3,37
2022-04-29,France,30,215
2022-04-29,Argentina,-4,125
2022-04-29,Denmark,53,298
2022-04-29,China,9,271
2022-04-29,Australia,44,255
2022-04-30,France,33,291
2022-04-30,Argentina,9,284
2022-04-30,Denmark,29,202
2022-04-30,China,-3,293
2022-04-30,Australia,31,302
2022-05-01,France,17,336
2022-05-01,Argentina,27,288
2022-05-01,Denmark,13,132
2022-05-01,China,50,121
2022-05-01,Australia,-1,316
2022-05-02,France,38,283
2022-05-02,Argentina,54,222
2022-05-02,Denmark,8,151
2022-05-02,China,46,280
2022-05-02,Australia,33,65
2022-05-03,France,41,21
2022-05-03,Argentina,9,7
2022-05-03,Denmark,36,137
2022-05-03,China,35,154
2022-05-03,Australia,22,50
2022-05-04,France,2,207
2022-05-04,Argentina,37,316
2022-05-04,Denmark,30,71
2022-05-04,China,55,273
2022-05-04,Australia,-1,8
2022-05-05,France,49,192
2022-05-05,Argentina,52,192
2022-05-05,Denmark,1,142
2022-05-05,China,5,237
2022-05-05,Australia,0,52
2022-05-06,France,51,34
2022-05-06,Argentina,21,166
2022-05-06,Denmark,49,282
2022-05-06,China,6,137
2022-05-06,Australia,48,230
2022-05-07,France,49,206
2022-05-07,Argentina,37,163
2022-05-07,Denmark,34,314
2022-05-07,China,11,23
2022-05-07,Australia,-10,337
2022-05-08,France,43,53
2022-05-08,Argentina,15,216
2022-05-08,Denmark,50,187
2022-05-08,China,28,21
2022-05-08,Australia,19,264
2022-05-09,France,48,167
2022-05-09,Argentina,20,71
2022-05-09,Denmark,-4,346
2022-05-09,China,20,237
2022-05-09,Australia,51,77
2022-05-10,France,38,217
2022-05-10,Argentina,-2,271
2022-05-10,Denmark,-10,276
2022-05-10,China,27,66
2022-05-10,Australia,26,220
2022-05-11,France,37,26
2022-05-11,Argentina,55,335
2022-05-11,Denmark,42,210
2022-05-11,China,20,159
2022-05-11,Australia,6,268
2022-05-12,France,22,329
2022-05-12,Argentina,41,247
2022-05-12,Denmark,17,43
2022-05-12,China,43,108
2022-05-12,Australia,29,27
2022-05-13,France,53,182
2022-05-13,Argentina,44,142
2022-05-13,Denmark,39,44
2022-05-13,China,5,13
2022-05-13,Australia,11,193
2022-05-14,France,28,181
2022-05-14,Argentina,0,164
2022-05-14,Denmark,2,108
2022-05-14,China,6,276
2022-05-14,Australia,19,236
2022-05-15,France,8,239
2022-05-15,Argentina,4,64
2022-05-15,Denmark,9,54
2022-05-15,China,18,277
2022-05-15,Australia,42,278
2022-05-16,France,27,203
2022-05-16,Argentina,50,159
2022-05-16,Denmark,26,62
2022-05-16,China,-11,11
2022-05-16,Australia,28,214
2022-05-17,France,44,137
2022-05-17,Argentina,-6,16
2022-05-17,Denmark,3,147
2022-05-17,China,36,111
2022-05-17,Australia,-8,158
2022-05-18,France,36,182
2022-05-18,Argentina,32,20
2022-05-18,Denmark,22,265
2022-05-18,China,6,312
2022-05-18,Australia,39,308
2022-05-19,France,35,320
2022-05-19,Argentina,37,301
2022-05-19,Denmark,53,166
2022-05-19,China,44,63
2022-05-19,Australia,23,68
2022-05-20,France,32,65
2022-05-20,Argentina,2,337
2022-05-20,Denmark,-1,254
2022-05-20,China,45,326
2022-05-20,Australia,-8,312
2022-05-21,France,44,232
2022-05-21,Argentina,50,195
2022-05-21,Denmark,-11,208
2022-05-21,China,27,102
2022-05-21,Australia,4,149
2022-05-22,France,30,107
2022-05-22,Argentina,52,134
2022-05-22,Denmark,43,284
2022-05-22,China,-3,231
2022-05-22,Australia,32,250
2022-05-23,France,35,153
2022-05-23,Argentina,39,77
2022-05-23,Denmark,18,57
2022-05-23,China,25,223
2022-05-23,Australia,-6,67
2022-05-24,France,13,246
2022-05-24,Argentina,53,339
2022-05-24,Denmark,-9,201
2022-05-24,China,45,226
2022-05-24,Australia,52,82
2022-05-25,France,-11,311
2022-05-25,Argentina,38,195
2022-05-25,Denmark,45,175
2022-05-25,China,48,216
2022-05-25,Australia,29,63
2022-05-26,France,41,30
2022-05-26,Argentina,-10,19
2022-05-26,Denmark,1,43
2022-05-26,China,0,55
2022-05-26,Australia,15,334
2022-05-27,France,46,47
2022-05-27,Argentina,52,268
2022-05-27,Denmark,53,281
2022-05-27,China,16,241
2022-05-27,Australia,22,66
2022-05-28,France,14,148
2022-05-28,Argentina,37,338
2022-05-28,Denmark,43,144
2022-05-28,China,3,322
2022-05-28,Australia,47,161
2022-05-29,France,5,23
2022-05-29,Argentina,22,303
2022-05-29,Denmark,-3,76
2022-05-29,China,44,247
2022-05-29,Australia,1,261
2022-05-30,France,-11,250
2022-05-30,Argentina,34,39
2022-05-30,Denmark,-9,77
2022-05-30,China,40,265
2022-05-30,Australia,38,33
2022-05-31,France,-9,24
2022-05-31,Argentina,30,139
2022-05-31,Denmark,-4,94
2022-05-31,China,43,268
2022-05-31,Australia,-4,122
2022-06-01,France,-1,140
2022-06-01,Argentina,21,30
2022-06-01,Denmark,0,178
2022-06-01,China,13,179
2022-06-01,Australia,41,313
2022-06-02,France,33,239
2022-06-02,Argentina,-4,268
2022-06-02,Denmark,32,256
2022-06-02,China,48,176
2022-06-02,Australia,39,16
2022-06-03,France,2,202
2022-06-03,Argentina,17,217
2022-06-03,Denmark,-2,307
2022-06-03,China,16,86
2022-06-03,Australia,50,185
2022-06-04,France,45,39
2022-06-04,Argentina,0,284
2022-06-04,Denmark,46,247
2022-06-04,China,55,282
2022-06-04,Australia,-6,243
2022-06-05,France,11,116
2022-06-05,Argentina,12,223
2022-06-05,Denmark,35,332
2022-06-05,China,19,9
2022-06-05,Australia,41,237
2022-06-06,France,39,283
2022-06-06,Argentina,-7,201
2022-06-06,Denmark,-7,21
2022-06-06,China,40,125
2022-06-06,Australia,9,156
2022-06-07,France,14,113
2022-06-07,Argentina,25,102
2022-06-07,Denmark,40,49
2022-06-07,China,55,98
2022-06-07,Australia,3,76
2022-06-08,France,31,32
2022-06-08,Argentina,0,192
2022-06-08,Denmark,49,294
2022-06-08,China,-2,204
2022-06-08,Australia,-7,244
2022-06-09,France,10,159
2022-06-09,Argentina,34,93
2022-06-09,Denmark,17,190
2022-06-09,China,48,204
2022-06-09,Australia,1,66
2022-06-10,France,12,125
2022-06-10,Argentina,31,209
2022-06-10,Denmark,11,88
2022-06-10,China,26,321
2022-06-10,Australia,0,307
2022-06-11,France,55,232
2022-06-11,Argentina,37,182
2022-06-11,Denmark,54,293
2022-06-11,China,19,0
2022-06-11,Australia,21,81
2022-06-12,France,22,338
2022-06-12,Argentina,15,321
2022-06-12,Denmark,-6,51
2022-06-12,China,27,240
2022-06-12,Australia,42,315
2022-06-13,France,14,302
2022-06-13,Argentina,48,77
2022-06-13,Denmark,3,137
2022-06-13,China,-1,89
2022-06-13,Australia,43,43
2022-06-14,France,47,161
2022-06-14,Argentina,24,204
2022-06-14,Denmark,22,43
2022-06-14,China,-1,142
2022-06-14,Australia,24,95
2022-06-15,France,45,334
2022-06-15,Argentina,7,262
2022-06-15,Denmark,29,191
2022-06-15,China,44,204
2022-06-15,Australia,-2,68
2022-06-16,France,15,13
2022-06-16,Argentina,54,101
2022-06-16,Denmark,9,251
2022-06-16,China,-3,269
2022-06-16,Australia,14,137
2022-06-17,France,32,304
2022-06-17,Argentina,33,233
2022-06-17,Denmark,55,178
2022-06-17,China,-10,12
2022-06-17,Australia,-9,130
2022-06-18,France,33,85
2022-06-18,Argentina,33,256
2022-06-18,Denmark,55,144
2022-06-18,China,0,272
2022-06-18,Australia,12,66
2022-06-19,France,36,255
2022-06-19,Argentina,25,247
2022-06-19,Denmark,45,29
2022-06-19,China,23,252
2022-06-19,Australia,14,36
2022-06-20,France,23,235
2022-06-20,Argentina,40,153
2022-06-20,Denmark,1,66
2022-06-20,China,46,25
2022-06-20,Australia,34,61
2022-06-21,France,41,261
2022-06-21,Argentina,18,248
2022-06-21,Denmark,9,103
2022-06-21,China,-5,20
2022-06-21,Australia,-8,347
2022-06-22,France,48,280
2022-06-22,Argentina,50,203
2022-06-22,Denmark,47,60
2022-06-22,China,1,81
2022-06-22,Australia,18,313
2022-06-23,France,-11,97
2022-06-23,Argentina,-6,151
2022-06-23,Denmark,-10,34
2022-06-23,China,13,219
2022-06-23,Australia,46,157
2022-06-24,France,-1,244
2022-06-24,Argentina,19,31
2022-06-24,Denmark,-2,341
2022-06-24,China,7,151
2022-06-24,Australia,18,303
2022-06-25,France,2,327
2022-06-25,Argentina,-10,205
2022-06-25,Denmark,6,298
2022-06-25,China,15,23
2022-06-25,Australia,-3,304
2022-06-26,France,40,258
2022-06-26,Argentina,23,192
2022-06-26,Denmark,52,235
2022-06-26,China,-1,224
2022-06-26,Australia,19,163
2022-06-27,France,49,95
2022-06-27,Argentina,14,155
2022-06-27,Denmark,7,95
2022-06-27,China,4,258
2022-06-27,Australia,23,139
2022-06-28,France,33,166
2022-06-28,Argentina,13,46
2022-06-28,Denmark,13,138
2022-06-28,China,17,201
2022-06-28,Australia,15,292
2022-06-29,France,31,249
2022-06-29,Argentina,28,332
2022-06-29,Denmark,36,56
2022-06-29,China,46,55
2022-06-29,Australia,-7,329
2022-06-30,France,30,99
2022-06-30,Argentina,22,17
2022-06-30,Denmark,31,333
2022-06-30,China,2,16
2022-06-30,Australia,21,65
2022-07-01,France,5,97
2022-07-01,Argentina,-8,27
2022-07-01,Denmark,52,18
2022-07-01,China,-6,306
2022-07-01,Australia,10,49
2022-07-02,France,41,310
2022-07-02,Argentina,-5,197
2022-07-02,Denmark,30,282
2022-07-02,China,18,260
2022-07-02,Australia,-1,329
2022-07-03,France,22,146
2022-07-03,Argentina,48,349
