date,country,temperature,rainfall
2021-12-30,France,41,175
2021-12-30,Argentina,11,308
2021-12-30,Denmark,43,36
2021-12-30,China,38,199
2021-12-30,Australia,-5,147
2021-12-31,France,36,187
2021-12-31,Argentina,39,14
2021-12-31,Denmark,-1,270
2021-12-31,China,50,118
2021-12-31,Australia,0,52
2022-01-01,France,-10,273
2022-01-01,Argentina,28,243
2022-01-01,Denmark,40,59
2022-01-01,China,40,80
2022-01-01,Australia,36,108
2022-01-02,France,45,75
2022-01-02,Argentina,-3,146
2022-01-02,Denmark,10,83
2022-01-02,China,34,61
2022-01-02,Australia,-4,94
2022-01-03,France,40,108
2022-01-03,Argentina,35,295
2022-01-03,Denmark,52,291
2022-01-03,China,5,100
2022-01-03,Australia,-1,283
2022-01-04,France,9,115
2022-01-04,Argentina,-5,268
2022-01-04,Denmark,-6,207
2022-01-04,China,51,195
2022-01-04,Australia,48,99
2022-01-05,France,12,0
2022-01-05,Argentina,22,250
2022-01-05,Denmark,42,225
2022-01-05,China,30,330
2022-01-05,Australia,-6,102
2022-01-06,France,8,308
2022-01-06,Argentina,32,178
2022-01-06,Denmark,29,239
2022-01-06,China,44,143
2022-01-06,Australia,34,122
2022-01-07,France,-3,247
2022-01-07,Argentina,35,6
2022-01-07,Denmark,-3,206
2022-01-07,China,44,85
2022-01-07,Australia,55,174
2022-01-08,France,45,111
2022-01-08,Argentina,18,168
2022-01-08,Denmark,9,231
2022-01-08,China,23,245
2022-01-08,Australia,-5,134
2022-01-09,France,4,72
2022-01-09,Argentina,14,284
2022-01-09,Denmark,2,166
2022-01-09,China,10,207
2022-01-09,Australia,21,315
2022-01-10,France,20,204
2022-01-10,Argentina,27,144
2022-01-10,Denmark,-9,209
2022-01-10,China,38,164
2022-01-10,Australia,36,145
2022-01-11,France,35,274
2022-01-11,Argentina,-5,222
2022-01-11,Denmark,12,29
2022-01-11,China,8,154
2022-01-11,Australia,22,120
2022-01-12,France,15,31
2022-01-12,Argentina,40,41
2022-01-12,Denmark,13,306
2022-01-12,China,39,143
2022-01-12,Australia,24,127
2022-01-13,France,49,272
2022-01-13,Argentina,-9,66
2022-01-13,Denmark,41,267
2022-01-13,China,1,222
2022-01-13,Australia,-10,54
2022-01-14,France,52,42
2022-01-14,Argentina,36,333
2022-01-14,Denmark,0,30
2022-01-14,China,27,251
2022-01-14,Australia,25,33
2022-01-15,France,23,85
2022-01-15,Argentina,13,300
2022-01-15,Denmark,34,82
2022-01-15,China,-7,40
2022-01-15,Australia,18,90
2022-01-16,France,29,67
2022-01-16,Argentina,52,167
2022-01-16,Denmark,47,17
2022-01-16,China,-3,255
2022-01-16,Australia,30,311
2022-01-17,France,24,182
2022-01-17,Argentina,44,340
2022-01-17,Denmark,-9,124
2022-01-17,China,8,294
2022-01-17,Australia,40,337
2022-01-18,France,27,24
2022-01-18,Argentina,53,253
2022-01-18,Denmark,-7,259
2022-01-18,China,30,347
2022-01-18,Australia,31,312
2022-01-19,France,-10,250
2022-01-19,Argentina,21,260
2022-01-19,Denmark,8,176
2022-01-19,China,28,167
2022-01-19,Australia,37,308
2022-01-20,France,22,132
2022-01-20,Argentina,18,75
2022-01-20,Denmark,10,96
2022-01-20,China,41,175
2022-01-20,Australia,-10,117
2022-01-21,France,14,278
2022-01-21,Argentina,54,113
2022-01-21,Denmark,7,147
2022-01-21,China,-8,139
2022-01-21,Australia,47,328
2022-01-22,France,8,23
2022-01-22,Argentina,29,343
2022-01-22,Denmark,30,55
2022-01-22,China,19,172
2022-01-22,Australia,53,246
2022-01-23,France,-9,33
2022-01-23,Argentina,14,109
2022-01-23,Denmark,29,3
2022-01-23,China,-6,261
2022-01-23,Australia,24,288
2022-01-24,France,-10,49
2022-01-24,Argentina,-3,206
2022-01-24,Denmark,33,15
2022-01-24,China,2,331
2022-01-24,Australia,30,289
2022-01-25,France,-9,79
2022-01-25,Argentina,46,74
2022-01-25,Denmark,1,67
2022-01-25,China,23,139
2022-01-25,Australia,50,73
2022-01-26,France,2,20
2022-01-26,Argentina,25,244
2022-01-26,Denmark,42,176
2022-01-26,China,50,267
2022-01-26,Australia,0,235
2022-01-27,France,49,79
2022-01-27,Argentina,-11,213
2022-01-27,Denmark,9,67
2022-01-27,China,4,218
2022-01-27,Australia,23,234
2022-01-28,France,47,311
2022-01-28,Argentina,43,150
2022-01-28,Denmark,-2,117
2022-01-28,China,29,295
2022-01-28,Australia,35,222
2022-01-29,France,2,212
2022-01-29,Argentina,5,339
2022-01-29,Denmark,-3,340
2022-01-29,China,43,234
2022-01-29,Australia,5,76
2022-01-30,France,27,217
2022-01-30,Argentina,5,167
2022-01-30,Denmark,-3,102
2022-01-30,China,35,163
2022-01-30,Australia,51,78
2022-01-31,France,9,7
2022-01-31,Argentina,2,103
2022-01-31,Denmark,4,121
2022-01-31,China,20,31
2022-01-31,Australia,31,176
2022-02-01,France,49,228
2022-02-01,Argentina,-1,326
2022-02-01,Denmark,55,309
2022-02-01,China,47,261
2022-02-01,Australia,-10,114
2022-02-02,France,-4,283
2022-02-02,Argentina,24,75
2022-02-02,Denmark,23,135
2022-02-02,China,25,39
2022-02-02,Australia,21,284
2022-02-03,France,30,261
2022-02-03,Argentina,1,39
2022-02-03,Denmark,-5,207
2022-02-03,China,47,181
2022-02-03,Australia,25,34
2022-02-04,France,24,217
2022-02-04,Argentina,-3,26
2022-02-04,Denmark,33,249
2022-02-04,China,7,282
2022-02-04,Australia,25,303
2022-02-05,France,41,292
2022-02-05,Argentina,24,105
2022-02-05,Denmark,54,112
2022-02-05,China,6,189
2022-02-05,Australia,48,324
2022-02-06,France,13,21
2022-02-06,Argentina,2,85
2022-02-06,Denmark,21,99
2022-02-06,China,44,310
2022-02-06,Australia,19,225
2022-02-07,France,33,95
2022-02-07,Argentina,-5,24
2022-02-07,Denmark,28,84
2022-02-07,China,-3,323
2022-02-07,Australia,31,263
2022-02-08,France,10,178
2022-02-08,Argentina,27,206
2022-02-08,Denmark,8,127
2022-02-08,China,17,133
2022-02-08,Australia,30,340
2022-02-09,France,46,50
2022-02-09,Argentina,-1,312
2022-02-09,Denmark,33,307
2022-02-09,China,54,326
2022-02-09,Australia,38,64
2022-02-10,France,-2,326
2022-02-10,Argentina,-2,98
2022-02-10,Denmark,47,104
2022-02-10,China,-10,35
2022-02-10,Australia,11,198
2022-02-11,France,46,279
2022-02-11,Argentina,-10,109
2022-02-11,Denmark,31,260
2022-02-11,China,36,291
2022-02-11,Australia,52,345
2022-02-12,France,52,8
2022-02-12,Argentina,27,255
2022-02-12,Denmark,38,348
2022-02-12,China,-4,3
2022-02-12,Australia,-3,307
2022-02-13,France,19,280
2022-02-13,Argentina,53,188
2022-02-13,Denmark,55,136
2022-02-13,China,24,87
2022-02-13,Australia,8,311
2022-02-14,France,31,218
2022-02-14,Argentina,39,181
2022-02-14,Denmark,33,209
2022-02-14,China,23,6
2022-02-14,Australia,0,153
2022-02-15,France,51,247
2022-02-15,Argentina,46,10
2022-02-15,Denmark,29,177
2022-02-15,China,42,241
2022-02-15,Australia,-2,279
2022-02-16,France,9,94
2022-02-16,Argentina,23,130
2022-02-16,Denmark,41,177
2022-02-16,China,-9,139
2022-02-16,Australia,42,86
2022-02-17,France,29,291
2022-02-17,Argentina,31,301
2022-02-17,Denmark,54,175
2022-02-17,China,37,260
2022-02-17,Australia,40,12
2022-02-18,France,2,238
2022-02-18,Argentina,2,25
2022-02-18,Denmark,40,37
2022-02-18,China,8,137
2022-02-18,Australia,49,229
2022-02-19,France,-3,272
2022-02-19,Argentina,53,132
2022-02-19,Denmark,35,29
2022-02-19,China,-3,121
2022-02-19,Australia,-5,239
2022-02-20,France,19,332
2022-02-20,Argentina,41,165
2022-02-20,Denmark,29,80
2022-02-20,China,-10,95
2022-02-20,Australia,38,206
2022-02-21,France,0,238
2022-02-21,Argentina,49,120
2022-02-21,Denmark,-4,79
2022-02-21,China,22,13
2022-02-21,Australia,17,341
2022-02-22,France,44,158
2022-02-22,Argentina,4,69
2022-02-22,Denmark,4,137
2022-02-22,China,42,268
2022-02-22,Australia,37,225
2022-02-23,France,19,216
2022-02-23,Argentina,48,86
2022-02-23,Denmark,20,107
2022-02-23,China,21,214
2022-02-23,Australia,49,225
2022-02-24,France,-7,75
2022-02-24,Argentina,33,346
2022-02-24,Denmark,29,232
2022-02-24,China,-4,155
2022-02-24,Australia,7,336
2022-02-25,France,8,200
2022-02-25,Argentina,35,336
2022-02-25,Denmark,21,293
2022-02-25,China,13,207
2022-02-25,Australia,-6,167
2022-02-26,France,34,109
2022-02-26,Argentina,9,45
2022-02-26,Denmark,33,234
2022-02-26,China,39,142
2022-02-26,Australia,32,282
2022-02-27,France,2,228
2022-02-27,Argentina,21,210
2022-02-27,Denmark,20,227
2022-02-27,China,5,127
2022-02-27,Australia,4,10
2022-02-28,France,41,185
2022-02-28,Argentina,48,334
2022-02-28,Denmark,29,217
2022-02-28,China,14,4
2022-02-28,Australia,24,310
2022-03-01,France,11,233
2022-03-01,Argentina,38,316
2022-03-01,Denmark,39,11
2022-03-01,China,35,201
2022-03-01,Australia,2,309
2022-03-02,France,23,266
2022-03-02,Argentina,54,168
2022-03-02,Denmark,-2,45
2022-03-02,China,13,224
2022-03-02,Australia,27,58
2022-03-03,France,41,247
2022-03-03,Argentina,29,198
2022-03-03,Denmark,27,179
2022-03-03,China,-9,245
2022-03-03,Australia,49,229
2022-03-04,France,11,96
2022-03-04,Argentina,38,159
2022-03-04,Denmark,36,195
2022-03-04,China,37,306
2022-03-04,Australia,33,53
2022-03-05,France,0,309
2022-03-05,Argentina,14,265
2022-03-05,Denmark,27,219
2022-03-05,China,6,174
2022-03-05,Australia,3,31
2022-03-06,France,18,237
2022-03-06,Argentina,41,241
2022-03-06,Denmark,44,147
2022-03-06,China,16,184
2022-03-06,Australia,45,102
2022-03-07,France,30,346
2022-03-07,Argentina,55,321
2022-03-07,Denmark,22,27
2022-03-07,China,-4,199
2022-03-07,Australia,17,348
2022-03-08,France,36,106
2022-03-08,Argentina,49,95
2022-03-08,Denmark,24,260
2022-03-08,China,28,162
2022-03-08,Australia,-8,67
2022-03-09,France,2,253
2022-03-09,Argentina,-4,1
2022-03-09,Denmark,-4,262
2022-03-09,China,18,107
2022-03-09,Australia,45,273
2022-03-10,France,-5,115
2022-03-10,Argentina,43,240
2022-03-10,Denmark,44,290
2022-03-10,China,52,82
2022-03-10,Australia,19,135
2022-03-11,France,28,93
2022-03-11,Argentina,55,248
2022-03-11,Denmark,42,11
2022-03-11,China,35,85
2022-03-11,Australia,5,131
2022-03-12,France,-4,220
2022-03-12,Argentina,18,106
2022-03-12,Denmark,16,19
2022-03-12,China,10,66
2022-03-12,Australia,-9,128
2022-03-13,France,55,227
2022-03-13,Argentina,48,5
2022-03-13,Denmark,48,125
2022-03-13,China,33,283
2022-03-13,Australia,43,252
2022-03-14,France,50,148
2022-03-14,Argentina,16,310
2022-03-14,Denmark,47,279
2022-03-14,China,31,156
2022-03-14,Australia,35,44
2022-03-15,France,48,195
2022-03-15,Argentina,39,25
2022-03-15,Denmark,11,348
2022-03-15,China,23,281
2022-03-15,Australia,-6,238
2022-03-16,France,19,180
2022-03-16,Argentina,55,159
2022-03-16,Denmark,31,190
2022-03-16,China,48,344
2022-03-16,Australia,33,261
2022-03-17,France,35,225
2022-03-17,Argentina,27,340
2022-03-17,Denmark,-10,72
2022-03-17,China,55,341
2022-03-17,Australia,50,151
2022-03-18,France,48,291
2022-03-18,Argentina,32,341
2022-03-18,Denmark,16,301
2022-03-18,China,36,117
2022-03-18,Australia,49,66
2022-03-19,France,17,100
2022-03-19,Argentina,19,213
2022-03-19,Denmark,39,312
2022-03-19,China,51,44
2022-03-19,Australia,31,22
2022-03-20,France,22,36
2022-03-20,Argentina,43,158
2022-03-20,Denmark,5,174
2022-03-20,China,13,141
2022-03-20,Australia,3,308
2022-03-21,France,24,52
2022-03-21,Argentina,39,239
2022-03-21,Denmark,14,185
2022-03-21,China,45,251
2022-03-21,Australia,17,69
2022-03-22,France,24,216
2022-03-22,Argentina,46,109
2022-03-22,Denmark,16,162
2022-03-22,China,-9,126
2022-03-22,Australia,28,195
2022-03-23,France,-5,221
2022-03-23,Argentina,-5,41
2022-03-23,Denmark,27,131
2022-03-23,China,13,344
2022-03-23,Australia,47,14
2022-03-24,France,5,96
2022-03-24,Argentina,43,206
2022-03-24,Denmark,46,326
2022-03-24,China,55,325
2022-03-24,Australia,9,86
2022-03-25,France,19,319
2022-03-25,Argentina,23,132
2022-03-25,Denmark,48,164
2022-03-25,China,42,129
2022-03-25,Australia,5,119
2022-03-26,France,-1,347
2022-03-26,Argentina,26,53
2022-03-26,Denmark,22,301
2022-03-26,China,19,145
2022-03-26,Australia,0,311
2022-03-27,France,25,58
2022-03-27,Argentina,-8,248
2022-03-27,Denmark,-8,235
2022-03-27,China,-4,0
2022-03-27,Australia,20,227
2022-03-28,France,-7,150
2022-03-28,Argentina,-1,3
2022-03-28,Denmark,6,185
2022-03-28,China,50,30
2022-03-28,Australia,14,139
2022-03-29,France,20,334
2022-03-29,Argentina,-6,347
2022-03-29,Denmark,17,295
2022-03-29,China,50,314
2022-03-29,Australia,14,112
2022-03-30,France,-4,45
2022-03-30,Argentina,51,64
2022-03-30,Denmark,2,196
2022-03-30,China,22,276
2022-03-30,Australia,20,220
2022-03-31,France,23,346
2022-03-31,Argentina,36,70
2022-03-31,Denmark,22,4
2022-03-31,China,21,120
2022-03-31,Australia,43,345
2022-04-01,France,3,13
2022-04-01,Argentina,48,292
2022-04-01,Denmark,-1,105
2022-04-01,China,13,9
2022-04-01,Australia,17,305
2022-04-02,France,39,342
2022-04-02,Argentina,0,236
2022-04-02,Denmark,44,47
2022-04-02,China,29,292
2022-04-02,Australia,33,259
2022-04-03,France,55,140
2022-04-03,Argentina,-5,31
2022-04-03,Denmark,-2,295
2022-04-03,China,32,195
2022-04-03,Australia,2,38
2022-04-04,France,26,316
2022-04-04,Argentina,8,15
2022-04-04,Denmark,-7,122
2022-04-04,China,-3,208
2022-04-04,Australia,11,303
2022-04-05,France,4,81
2022-04-05,Argentina,18,60
2022-04-05,Denmark,48,104
2022-04-05,China,42,117
2022-04-05,Australia,19,23
2022-04-06,France,6,139
2022-04-06,Argentina,52,332
2022-04-06,Denmark,51,278
2022-04-06,China,20,199
2022-04-06,Australia,2,35
2022-04-07,France,9,177
2022-04-07,Argentina,14,333
2022-04-07,Denmark,54,259
2022-04-07,China,48,64
2022-04-07,Australia,42,7
2022-04-08,France,50,53
2022-04-08,Argentina,33,0
2022-04-08,Denmark,22,218
2022-04-08,China,0,182
2022-04-08,Australia,36,25
2022-04-09,France,27,277
2022-04-09,Argentina,26,179
2022-04-09,Denmark,54,227
2022-04-09,China,43,299
2022-04-09,Australia,31,317
2022-04-10,France,25,331
2022-04-10,Argentina,38,247
2022-04-10,Denmark,44,199
2022-04-10,China,27,112
2022-04-10,Australia,42,173
2022-04-11,France,-7,151
2022-04-11,Argentina,25,240
2022-04-11,Denmark,14,176
2022-04-11,China,23,334
2022-04-11,Australia,10,215
2022-04-12,France,9,44
2022-04-12,Argentina,33,17
2022-04-12,Denmark,26,135
2022-04-12,China,51,195
2022-04-12,Australia,29,31
2022-04-13,France,-6,203
2022-04-13,Argentina,-6,331
2022-04-13,Denmark,2,320
2022-04-13,China,32,93
2022-04-13,Australia,10,229
2022-04-14,France,10,171
2022-04-14,Argentina,2,290
2022-04-14,Denmark,40,171
2022-04-14,China,-8,151
2022-04-14,Australia,-5,216
2022-04-15,France,40,296
2022-04-15,Argentina,44,196
2022-04-15,Denmark,-3,138
2022-04-15,China,48,151
2022-04-15,Australia,39,150
2022-04-16,France,-7,135
2022-04-16,Argentina,47,234
2022-04-16,Denmark,5,23
2022-04-16,China,41,145
2022-04-16,Australia,15,36
2022-04-17,France,21,228
2022-04-17,Argentina,32,93
2022-04-17,Denmark,29,97
2022-04-17,China,38,34
2022-04-17,Australia,29,126
2022-04-18,France,10,151
2022-04-18,Argentina,-7,9
2022-04-18,Denmark,13,56
2022-04-18,China,-5,248
2022-04-18,Australia,48,33
2022-04-19,France,-6,75
2022-04-19,Argentina,17,345
2022-04-19,Denmark,2,90
2022-04-19,China,14,0
2022-04-19,Australia,4,160
2022-04-20,France,51,39
2022-04-20,Argentina,23,173
2022-04-20,Denmark,26,208
2022-04-20,China,-11,87
2022-04-20,Australia,47,17
2022-04-21,France,15,18
2022-04-21,Argentina,40,279
2022-04-21,Denmark,21,115
2022-04-21,China,49,146
2022-04-21,Australia,12,278
2022-04-22,France,12,300
2022-04-22,Argentina,33,41
2022-04-22,Denmark,-11,146
2022-04-22,China,17,121
2022-04-22,Australia,2,95
2022-04-23,France,12,298
2022-04-23,Argentina,3,282
2022-04-23,Denmark,44,347
2022-04-23,China,27,242
2022-04-23,Australia,44,93
2022-04-24,France,44,23
2022-04-24,Argentina,-6,83
2022-04-24,Denmark,50,272
2022-04-24,China,48,166
2022-04-24,Australia,49,297
2022-04-25,France,19,282
2022-04-25,Argentina,4,259
2022-04-25,Denmark,0,210
2022-04-25,China,54,85
2022-04-25,Australia,-4,321
2022-04-26,France,0,22
2022-04-26,Argentina,26,134
2022-04-26,Denmark,22,337
2022-04-26,China,1,95
2022-04-26,Australia,8,215
2022-04-27,France,10,60
2022-04-27,Argentina,4,120
2022-04-27,Denmark,-11,49
2022-04-27,China,42,299
2022-04-27,Australia,4,278
2022-04-28,France,27,305
2022-04-28,Argentina,41,20
2022-04-28,Denmark,55,10
2022-04-28,China,33,92
2022-04-28,Australia,40,307
2022-04-29,France,39,118
2022-04-29,Argentina,0,23
2022-04-29,Denmark,20,112
2022-04-29,China,32,113
2022-04-29,Australia,22,66
2022-04-30,France,29,193
2022-04-30,Argentina,-3,174
2022-04-30,Denmark,36,331
2022-04-30,China,3,41
2022-04-30,Australia,24,98
2022-05-01,France,-2,204
2022-05-01,Argentina,51,76
2022-05-01,Denmark,40,17
2022-05-01,China,50,321
2022-05-01,Australia,25,268
2022-05-02,France,33,243
2022-05-02,Argentina,11,186
2022-05-02,Denmark,23,77
2022-05-02,China,-4,180
2022-05-02,Australia,37,146
2022-05-03,France,24,192
2022-05-03,Argentina,44,276
2022-05-03,Denmark,18,35
2022-05-03,China,38,317
2022-05-03,Australia,-10,318
2022-05-04,France,-1,316
2022-05-04,Argentina,-5,290
2022-05-04,Denmark,-3,225
2022-05-04,China,-3,29
2022-05-04,Australia,34,336
2022-05-05,France,33,109
2022-05-05,Argentina,27,330
2022-05-05,Denmark,52,78
2022-05-05,China,23,109
2022-05-05,Australia,52,208
2022-05-06,France,-1,172
2022-05-06,Argentina,41,177
2022-05-06,Denmark,47,157
2022-05-06,China,42,48
2022-05-06,Australia,11,271
2022-05-07,France,28,17
2022-05-07,Argentina,9,74
2022-05-07,Denmark,43,49
2022-05-07,China,36,97
2022-05-07,Australia,31,86
2022-05-08,France,9,51
2022-05-08,Argentina,15,291
2022-05-08,Denmark,-11,205
2022-05-08,China,-11,193
2022-05-08,Australia,6,127
2022-05-09,France,30,60
2022-05-09,Argentina,-8,28
2022-05-09,Denmark,8,122
2022-05-09,China,30,317
2022-05-09,Australia,-6,51
2022-05-10,France,27,147
2022-05-10,Argentina,52,221
2022-05-10,Denmark,23,166
2022-05-10,China,50,77
2022-05-10,Australia,46,191
2022-05-11,France,37,17
2022-05-11,Argentina,48,81
2022-05-11,Denmark,11,139
2022-05-11,China,6,30
2022-05-11,Australia,36,52
2022-05-12,France,-2,291
2022-05-12,Argentina,27,159
2022-05-12,Denmark,-6,348
2022-05-12,China,54,230
2022-05-12,Australia,23,185
2022-05-13,France,48,162
2022-05-13,Argentina,2,195
2022-05-13,Denmark,12,198
2022-05-13,China,45,83
2022-05-13,Australia,48,196
2022-05-14,France,0,61
2022-05-14,Argentina,42,186
2022-05-14,Denmark,50,206
2022-05-14,China,-5,154
2022-05-14,Australia,17,197
2022-05-15,France,-1,254
2022-05-15,Argentina,6,21
2022-05-15,Denmark,50,117
2022-05-15,China,36,9
2022-05-15,Australia,28,87
2022-05-16,France,36,177
2022-05-16,Argentina,11,216
2022-05-16,Denmark,28,31
2022-05-16,China,19,10
2022-05-16,Australia,43,12
2022-05-17,France,21,96
2022-05-17,Argentina,1,311
2022-05-17,Denmark,31,268
2022-05-17,China,-7,219
2022-05-17,Australia,37,198
2022-05-18,France,47,63
2022-05-18,Argentina,19,179
2022-05-18,Denmark,4,196
2022-05-18,China,19,346
2022-05-18,Australia,-1,134
2022-05-19,France,3,347
2022-05-19,Argentina,3,338
2022-05-19,Denmark,6,339
2022-05-19,China,41,115
2022-05-19,Australia,0,302
2022-05-20,France,6,212
2022-05-20,Argentina,48,105
2022-05-20,Denmark,18,262
2022-05-20,China,21,73
2022-05-20,Australia,6,261
2022-05-21,France,7,34
2022-05-21,Argentina,37,326
2022-05-21,Denmark,29,258
2022-05-21,China,30,48
2022-05-21,Australia,-5,95
2022-05-22,France,32,274
2022-05-22,Argentina,33,159
2022-05-22,Denmark,8,348
2022-05-22,China,0,206
2022-05-22,Australia,6,237
2022-05-23,France,40,310
2022-05-23,Argentina,33,190
2022-05-23,Denmark,1,115
2022-05-23,China,9,169
2022-05-23,Australia,24,80
2022-05-24,France,19,267
2022-05-24,Argentina,24,128
2022-05-24,Denmark,24,66
2022-05-24,China,49,212
2022-05-24,Australia,6,81
2022-05-25,France,31,59
2022-05-25,Argentina,25,274
2022-05-25,Denmark,33,293
2022-05-25,China,27,250
2022-05-25,Australia,-1,256
2022-05-26,France,10,259
2022-05-26,Argentina,-4,316
2022-05-26,Denmark,-1,290
2022-05-26,China,54,104
2022-05-26,Australia,-11,216
2022-05-27,France,35,126
2022-05-27,Argentina,-2,281
2022-05-27,Denmark,52,117
2022-05-27,China,12,54
2022-05-27,Australia,2,60
2022-05-28,France,23,130
2022-05-28,Argentina,34,141
2022-05-28,Denmark,3,211
2022-05-28,China,27,27
2022-05-28,Australia,0,82
2022-05-29,France,54,68
2022-05-29,Argentina,39,83
2022-05-29,Denmark,22,47
2022-05-29,China,54,31
2022-05-29,Australia,15,107
2022-05-30,France,55,192
2022-05-30,Argentina,-1,0
2022-05-30,Denmark,14,49
2022-05-30,China,-9,212
2022-05-30,Australia,-8,331
2022-05-31,France,40,51
2022-05-31,Argentina,27,262
2022-05-31,Denmark,24,349
2022-05-31,China,-5,289
2022-05-31,Australia,51,9
2022-06-01,France,2,280
2022-06-01,Argentina,34,94
2022-06-01,Denmark,2,124
2022-06-01,China,5,338
2022-06-01,Australia,4,169
2022-06-02,France,5,36
2022-06-02,Argentina,51,207
2022-06-02,Denmark,47,38
2022-06-02,China,20,309
2022-06-02,Australia,30,130
2022-06-03,France,39,24
2022-06-03,Argentina,35,95
2022-06-03,Denmark,1,282
2022-06-03,China,7,23
2022-06-03,Australia,32,204
2022-06-04,France,51,72
2022-06-04,Argentina,34,34
2022-06-04,Denmark,50,76
2022-06-04,China,51,346
2022-06-04,Australia,45,317
2022-06-05,France,16,285
2022-06-05,Argentina,47,167
2022-06-05,Denmark,51,127
2022-06-05,China,13,319
2022-06-05,Australia,-3,186
2022-06-06,France,50,298
2022-06-06,Argentina,20,156
2022-06-06,Denmark,2,309
2022-06-06,China,-9,60
2022-06-06,Australia,14,269
2022-06-07,France,27,40
2022-06-07,Argentina,10,135
2022-06-07,Denmark,-10,89
2022-06-07,China,15,283
2022-06-07,Australia,22,231
2022-06-08,France,16,23
2022-06-08,Argentina,9,120
2022-06-08,Denmark,8,248
2022-06-08,China,11,2
2022-06-08,Australia,53,330
2022-06-09,France,49,123
2022-06-09,Argentina,37,73
2022-06-09,Denmark,44,127
2022-06-09,China,13,332
2022-06-09,Australia,49,173
2022-06-10,France,26,15
2022-06-10,Argentina,32,36
2022-06-10,Denmark,15,3
2022-06-10,China,41,340
2022-06-10,Australia,-2,321
2022-06-11,France,23,54
2022-06-11,Argentina,-6,277
2022-06-11,Denmark,25,278
2022-06-11,China,42,179
2022-06-11,Australia,8,322
2022-06-12,France,25,118
2022-06-12,Argentina,-6,346
2022-06-12,Denmark,18,341
2022-06-12,China,32,197
2022-06-12,Australia,1,253
2022-06-13,France,23,233
2022-06-13,Argentina,38,292
2022-06-13,Denmark,23,165
2022-06-13,China,47,199
2022-06-13,Australia,35,80
2022-06-14,France,4,54
2022-06-14,Argentina,12,176
2022-06-14,Denmark,-1,133
2022-06-14,China,35,23
2022-06-14,Australia,38,286
2022-06-15,France,0,182
2022-06-15,Argentina,21,11
2022-06-15,Denmark,18,199
2022-06-15,China,43,289
2022-06-15,Australia,18,301
2022-06-16,France,41,183
2022-06-16,Argentina,33,12
2022-06-16,Denmark,-5,1
2022-06-16,China,21,237
2022-06-16,Australia,52,282
2022-06-17,France,54,193
2022-06-17,Argentina,33,309
2022-06-17,Denmark,41,272
2022-06-17,China,9,123
2022-06-17,Australia,7,132
2022-06-18,France,3,316
2022-06-18,Argentina,43,102
2022-06-18,Denmark,12,283
2022-06-18,China,-8,36
2022-06-18,Australia,27,52
2022-06-19,France,18,190
2022-06-19,Argentina,49,345
2022-06-19,Denmark,51,22
2022-06-19,China,5,8
2022-06-19,Australia,-2,61
2022-06-20,France,53,9
2022-06-20,Argentina,49,234
2022-06-20,Denmark,13,265
2022-06-20,China,-11,296
2022-06-20,Australia,2,22
2022-06-21,France,10,339
2022-06-21,Argentina,25,40
2022-06-21,Denmark,-3,230
2022-06-21,China,19,298
2022-06-21,Australia,25,155
2022-06-22,France,36,248
2022-06-22,Argentina,42,256
2022-06-22,Denmark,-9,171
2022-06-22,China,36,325
2022-06-22,Australia,33,9
2022-06-23,France,39,235
2022-06-23,Argentina,14,265
2022-06-23,Denmark,10,321
2022-06-23,China,45,188
2022-06-23,Australia,47,190
2022-06-24,France,19,326
2022-06-24,Argentina,25,319
2022-06-24,Denmark,36,204
2022-06-24,China,24,315
2022-06-24,Australia,48,163
2022-06-25,France,32,284
2022-06-25,Argentina,37,95
2022-06-25,Denmark,29,291
2022-06-25,China,28,231
2022-06-25,Australia,6,13
2022-06-26,France,9,2
2022-06-26,Argentina,-6,255
2022-06-26,Denmark,32,106
2022-06-26,China,52,67
2022-06-26,Australia,20,245
2022-06-27,France,27,208
2022-06-27,Argentina,51,24
2022-06-27,Denmark,21,123
2022-06-27,China,49,180
2022-06-27,Australia,35,28
2022-06-28,France,26,175
2022-06-28,Argentina,16,10
2022-06-28,Denmark,55,183
2022-06-28,China,44,293
2022-06-28,Australia,26,227
2022-06-29,France,44,132
2022-06-29,Argentina,37,95
2022-06-29,Denmark,-6,1
2022-06-29,China,5,204
2022-06-29,Australia,44,154
2022-06-30,France,24,19
2022-06-30,Argentina,42,278
2022-06-30,Denmark,-3,306
2022-06-30,China,8,105
2022-06-30,Australia,11,190
2022-07-01,France,27,206
2022-07-01,Argentina,18,134
2022-07-01,Denmark,43,280
2022-07-01,China,16,290
2022-07-01,Australia,39,239
2022-07-02,France,25,276
2022-07-02,Argentina,51,39
2022-07-02,Denmark,30,209
2022-07-02,China,0,176
2022-07-02,Australia,-5,167
2022-07-03,France,-2,171
2022-07-03,Argentina,4,346
2022-07-03,Denmark,-3,140
2022-07-03,China,13,21
2022-07-03,Australia,21,133
2022-07-04,France,19,305
2022-07-04,Argentina,12,227
2022-07-04,Denmark,52,3
2022-07-04,China,49,285
2022-07-04,Australia,-3,32
2022-07-05,France,34,346
2022-07-05,Argentina,2,200
2022-07-05,Denmark,13,317
2022-07-05,China,35,113
2022-07-05,Australia,38,208
2022-07-06,France,37,143
2022-07-06,Argentina,1,82
2022-07-06,Denmark,13,158
2022-07-06,China,11,17
2022-07-06,Australia,9,328
2022-07-07,France,45,56
2022-07-07,Argentina,9,259
